parent_domain,mean_ip,ip_size,industry,severity,%_patched,mean_time_to_patch,open_cves,closed_cves,total_cves
asiapay.com,274,medium,FINANCIAL_SERVICES,medium,24.137931034482758,71,22,7,29
asmpt.com,351,medium,INFORMATION_SERVICES,low,100,7,0,4,4
asmpt.com,351,medium,INFORMATION_SERVICES,medium,100,31.833333333333332,0,6,6
asmpt.com,351,medium,INFORMATION_SERVICES,high,100,7,0,5,5
asogem.be,3,small,HOSPITALITY,high,0,null,3,0,3
asogem.be,3,small,HOSPITALITY,medium,0,null,42,0,42
aspecthealth.com,3,small,HEALTHCARE,low,100,31,0,1,1
aspecthealth.com,3,small,HEALTHCARE,medium,100,31,0,6,6
aspexeyewear.com,22,small,MANUFACTURING,medium,3.3333333333333335,60,58,2,60
aspexeyewear.com,22,small,MANUFACTURING,high,0,null,56,0,56
aspexeyewear.com,22,small,MANUFACTURING,low,0,null,1,0,1
aspirations-support.co.uk,5,small,UNKNOWN,high,0,null,3,0,3
aspirations-support.co.uk,5,small,UNKNOWN,medium,0,null,4,0,4
aspirations-support.co.uk,5,small,UNKNOWN,low,0,null,1,0,1
aspirehr.com,24,small,INFORMATION_SERVICES,low,100,152.5,0,2,2
aspirehr.com,24,small,INFORMATION_SERVICES,medium,100,148.26666666666668,0,15,15
aspyra.com,23,small,HEALTHCARE,medium,100,178,0,2,2
assarent.co.id,8,small,HOSPITALITY,medium,2.1739130434782608,176,45,1,46
assarent.co.id,8,small,HOSPITALITY,low,null,null,0,0,0
assarent.co.id,8,small,HOSPITALITY,high,0,null,11,0,11
assoce.fr,1,small,FINANCIAL_SERVICES,low,0,null,1,0,1
assoce.fr,1,small,FINANCIAL_SERVICES,medium,0,null,34,0,34
assoce.fr,1,small,FINANCIAL_SERVICES,high,0,null,2,0,2
assoimprenditori.bz.it,19,small,FINANCIAL_SERVICES,medium,100,176,0,1,1
assure.co,166,medium,UNKNOWN,high,0,null,9,0,9
assure.co,166,medium,UNKNOWN,low,0,null,1,0,1
assure.co,166,medium,UNKNOWN,medium,0,null,21,0,21
assurup.com,49,medium,FINANCIAL_SERVICES,medium,72,75.58333333333333,14,36,50
assurup.com,49,medium,FINANCIAL_SERVICES,high,71.42857142857143,76.7,8,20,28
astraia.com,13,small,ENTERTAINMENT,low,88.23529411764706,136.33333333333334,2,15,17
astraia.com,13,small,ENTERTAINMENT,medium,53.374233128834355,210.80459770114942,76,87,163
astraia.com,13,small,ENTERTAINMENT,high,50,147.11111111111111,18,18,36
astrasig.ro,515,medium,FINANCIAL_SERVICES,low,28,7,18,7,25
astrasig.ro,515,medium,FINANCIAL_SERVICES,high,6.741573033707865,7,83,6,89
astrasig.ro,515,medium,FINANCIAL_SERVICES,medium,5.660377358490566,76,200,12,212
at3tactical.com,4,small,UNKNOWN,high,0,null,2,0,2
at3tactical.com,4,small,UNKNOWN,medium,0,null,2,0,2
ataglance.com,1494,large,FINANCIAL_SERVICES,low,14.285714285714286,224,6,1,7
ataglance.com,1494,large,FINANCIAL_SERVICES,high,22.580645161290324,175.28571428571428,24,7,31
ataglance.com,1494,large,FINANCIAL_SERVICES,medium,47.407407407407405,149.359375,71,64,135
ati-interco.fr,6,small,ENERGY,medium,91.17647058823529,341.2903225806452,6,62,68
ati-interco.fr,6,small,ENERGY,high,100,365.4166666666667,0,12,12
ati-interco.fr,6,small,ENERGY,low,66.66666666666667,197,1,2,3
atl-data.com,1,small,UNKNOWN,high,0,null,1,0,1
atl-data.com,1,small,UNKNOWN,medium,0,null,6,0,6
atl-data.com,1,small,UNKNOWN,low,0,null,3,0,3
atlanteam.com,111,medium,UNKNOWN,medium,0,null,28,0,28
atlanteam.com,111,medium,UNKNOWN,high,0,null,9,0,9
atlanteam.com,111,medium,UNKNOWN,low,0,null,1,0,1
atlanticmarineassociates.com,16,small,UNKNOWN,low,0,null,3,0,3
atlanticmarineassociates.com,16,small,UNKNOWN,medium,0,null,22,0,22
atlanticmarineassociates.com,16,small,UNKNOWN,high,0,null,1,0,1
atlasiron.com.au,18,small,MANUFACTURING,medium,100,61,0,11,11
atlasiron.com.au,18,small,MANUFACTURING,high,100,61,0,1,1
atmosphere.it,2,small,INFORMATION_SERVICES,medium,75,61,2,6,8
atmosphere.it,2,small,INFORMATION_SERVICES,low,100,61,0,1,1
atmosphere.it,2,small,INFORMATION_SERVICES,high,0,null,2,0,2
atomic.vc,7,small,TECHNOLOGY,low,0,null,1,0,1
atomic.vc,7,small,TECHNOLOGY,medium,0,null,18,0,18
atomic.vc,7,small,TECHNOLOGY,high,0,null,5,0,5
atomodiagnostics.com,14,small,TECHNOLOGY,medium,0,null,46,0,46
atomodiagnostics.com,14,small,TECHNOLOGY,low,0,null,1,0,1
atomodiagnostics.com,14,small,TECHNOLOGY,high,0,null,26,0,26
atp.dk,228,medium,INFORMATION_SERVICES,low,0,null,2,0,2
atp.dk,228,medium,INFORMATION_SERVICES,high,0,null,1,0,1
atp.dk,228,medium,INFORMATION_SERVICES,medium,50,791,1,1,2
atsclimate.com,22,small,UNKNOWN,medium,0,null,141,0,141
atsclimate.com,22,small,UNKNOWN,high,0,null,11,0,11
atsclimate.com,22,small,UNKNOWN,low,0,null,45,0,45
atsi-tester.com,3,small,TRANSPORTATION,low,0,null,12,0,12
atsi-tester.com,3,small,TRANSPORTATION,medium,0,null,263,0,263
atsi-tester.com,3,small,TRANSPORTATION,high,0,null,146,0,146
attala.k12.ms.us,14,small,HEALTHCARE,high,0,null,5,0,5
attala.k12.ms.us,14,small,HEALTHCARE,medium,0,null,23,0,23
au-fil-du-temps.com,5,small,HOSPITALITY,high,95,61.73684210526316,1,19,20
au-fil-du-temps.com,5,small,HOSPITALITY,medium,81.9047619047619,34.96511627906977,19,86,105
au-fil-du-temps.com,5,small,HOSPITALITY,low,83.33333333333333,37.333333333333336,3,15,18
auburncc.org,59,medium,FINANCIAL_SERVICES,high,25,383.4594594594595,222,74,296
auburncc.org,59,medium,FINANCIAL_SERVICES,low,25,319.3333333333333,27,9,36
auburncc.org,59,medium,FINANCIAL_SERVICES,medium,25.405405405405407,351.8936170212766,276,94,370
auctionmobility.com,303,medium,CONSTRUCTION,low,30.357142857142858,113.3529411764706,39,17,56
auctionmobility.com,303,medium,CONSTRUCTION,medium,30.232558139534884,94.6298076923077,480,208,688
auctionmobility.com,303,medium,CONSTRUCTION,high,30.48780487804878,82.31,228,100,328
audioanalytic.com,25,small,TECHNOLOGY,medium,0,null,15,0,15
audioanalytic.com,25,small,TECHNOLOGY,low,0,null,2,0,2
audioanalytic.com,25,small,TECHNOLOGY,high,0,null,7,0,7
audleyvillages.co.uk,17,small,ENERGY,medium,100,29,0,2,2
augmento.ai,4,small,UNKNOWN,low,0,null,1,0,1
augmento.ai,4,small,UNKNOWN,medium,0,null,6,0,6
aumbiosciences.com,1,small,ENTERTAINMENT,medium,100,139.5,0,6,6
aumbiosciences.com,1,small,ENTERTAINMENT,low,100,71,0,3,3
aumbiosciences.com,1,small,ENTERTAINMENT,high,100,71,0,1,1
auparfum.com,3,small,INFORMATION_SERVICES,medium,0,null,24,0,24
auparfum.com,3,small,INFORMATION_SERVICES,high,0,null,6,0,6
